#nch:  1024 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.306299E+01 0.618000E+03 0.248596E+02
  0.307178E+01 0.659000E+03 0.256710E+02
  0.308057E+01 0.568000E+03 0.238328E+02
  0.308936E+01 0.510000E+03 0.225832E+02
  0.309814E+01 0.529000E+03 0.230000E+02
  0.310693E+01 0.497000E+03 0.222935E+02
  0.311572E+01 0.504000E+03 0.224499E+02
  0.312451E+01 0.574000E+03 0.239583E+02
  0.313330E+01 0.551000E+03 0.234734E+02
  0.314209E+01 0.556000E+03 0.235797E+02
  0.315088E+01 0.696000E+03 0.263818E+02
  0.315967E+01 0.485000E+03 0.220227E+02
  0.316846E+01 0.417000E+03 0.204206E+02
  0.317725E+01 0.432000E+03 0.207846E+02
  0.318604E+01 0.567000E+03 0.238118E+02
  0.319482E+01 0.602000E+03 0.245357E+02
  0.320361E+01 0.457000E+03 0.213776E+02
  0.321240E+01 0.400000E+03 0.200000E+02
  0.322119E+01 0.447000E+03 0.211424E+02
  0.322998E+01 0.452000E+03 0.212603E+02
  0.323877E+01 0.599000E+03 0.244745E+02
  0.324756E+01 0.570000E+03 0.238747E+02
  0.325635E+01 0.394000E+03 0.198494E+02
  0.326514E+01 0.441000E+03 0.210000E+02
  0.327393E+01 0.587000E+03 0.242281E+02
  0.328271E+01 0.692000E+03 0.263059E+02
  0.329150E+01 0.472000E+03 0.217256E+02
  0.330029E+01 0.496000E+03 0.222711E+02
  0.330908E+01 0.455000E+03 0.213307E+02
  0.331787E+01 0.604000E+03 0.245764E+02
  0.332666E+01 0.595000E+03 0.243926E+02
  0.333545E+01 0.509000E+03 0.225610E+02
  0.334424E+01 0.496000E+03 0.222711E+02
  0.335303E+01 0.487000E+03 0.220681E+02
  0.336182E+01 0.522000E+03 0.228473E+02
  0.337061E+01 0.597000E+03 0.244336E+02
  0.337939E+01 0.549000E+03 0.234307E+02
  0.338818E+01 0.446000E+03 0.211187E+02
  0.339697E+01 0.435000E+03 0.208567E+02
  0.340576E+01 0.521000E+03 0.228254E+02
  0.341455E+01 0.558000E+03 0.236220E+02
  0.342334E+01 0.441000E+03 0.210000E+02
  0.343213E+01 0.465000E+03 0.215639E+02
  0.344092E+01 0.455000E+03 0.213307E+02
  0.344971E+01 0.693000E+03 0.263249E+02
  0.345850E+01 0.592000E+03 0.243311E+02
  0.346729E+01 0.415000E+03 0.203715E+02
  0.347607E+01 0.403000E+03 0.200749E+02
  0.348486E+01 0.423000E+03 0.205670E+02
  0.349365E+01 0.437000E+03 0.209045E+02
  0.350244E+01 0.602000E+03 0.245357E+02
  0.351123E+01 0.540000E+03 0.232379E+02
  0.352002E+01 0.498000E+03 0.223159E+02
  0.352881E+01 0.501000E+03 0.223830E+02
  0.353760E+01 0.587000E+03 0.242281E+02
  0.354639E+01 0.755000E+03 0.274773E+02
  0.355518E+01 0.603000E+03 0.245561E+02
  0.356396E+01 0.493000E+03 0.222036E+02
  0.357275E+01 0.466000E+03 0.215870E+02
  0.358154E+01 0.617000E+03 0.248395E+02
  0.359033E+01 0.563000E+03 0.237276E+02
  0.359912E+01 0.517000E+03 0.227376E+02
  0.360791E+01 0.463000E+03 0.215174E+02
  0.361670E+01 0.440000E+03 0.209762E+02
  0.362549E+01 0.536000E+03 0.231517E+02
  0.363428E+01 0.654000E+03 0.255734E+02
  0.364307E+01 0.544000E+03 0.233238E+02
  0.365186E+01 0.472000E+03 0.217256E+02
  0.366064E+01 0.532000E+03 0.230651E+02
  0.366943E+01 0.702000E+03 0.264953E+02
  0.367822E+01 0.677000E+03 0.260192E+02
  0.368701E+01 0.585000E+03 0.241868E+02
  0.369580E+01 0.586000E+03 0.242074E+02
  0.370459E+01 0.553000E+03 0.235160E+02
  0.371338E+01 0.785000E+03 0.280179E+02
  0.372217E+01 0.617000E+03 0.248395E+02
  0.373096E+01 0.500000E+03 0.223607E+02
  0.373975E+01 0.500000E+03 0.223607E+02
  0.374854E+01 0.531000E+03 0.230434E+02
  0.375732E+01 0.680000E+03 0.260768E+02
  0.376611E+01 0.703000E+03 0.265141E+02
  0.377490E+01 0.652000E+03 0.255343E+02
  0.378369E+01 0.553000E+03 0.235160E+02
  0.379248E+01 0.554000E+03 0.235372E+02
  0.380127E+01 0.771000E+03 0.277669E+02
  0.381006E+01 0.618000E+03 0.248596E+02
  0.381885E+01 0.495000E+03 0.222486E+02
  0.382764E+01 0.525000E+03 0.229129E+02
  0.383643E+01 0.632000E+03 0.251396E+02
  0.384521E+01 0.793000E+03 0.281603E+02
  0.385400E+01 0.714000E+03 0.267208E+02
  0.386279E+01 0.655000E+03 0.255930E+02
